LEGAJO	CARRERA	FECHA_INGRESO	FECHA_INSCRIPCION	MODALIDAD_DES	MATERIAS APROBADAS CARRERA	MATERIAS REGULARES	PROMEDIO CON APLAZO	PROMEDIO SIN APLAZO	GENERO	COHORTE	PERIODO	SUBPERIODO	INGR / REINSC	FECHA_PAGO_MATRICULA	PROVINCIA_ALUMNO	ESTADO	ULTIMA_MATRICULA	ULTIMO_ARANCEL	NPS
124	Martillero, Corredor Público Y Corredor Inmobiliario	7/8/2023	7/8/2023	Distancia - MTD	9	0	10	9,56	Femenino	2023	feb-23	A-2-2023	Ingresante	7/8/2023	Ciudad Autonoma De Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
125	Abogacía	9/5/2022	14/6/2023	Distancia - MTD	17	0	6	6,47	Femenino	2022	feb-23	A-2-2023	Reinscripto	14/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
126	Abogacía	25/2/2022	6/6/2023	Distancia - MTD	28	1	9	8,71	Masculino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
127	Abogacía	15/3/2010	13/6/2023	Distancia - ED	3	0	6	6,89	Masculino	2010	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
128	Contador Público	27/2/2010	6/6/2023	Distancia - ED	8	0	6	6,64	Femenino	2010	feb-23	A-2-2023	Reinscripto	6/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
129	Licenciatura En Antropología Organizacional	3/8/2022	5/6/2023	Distancia - MTD	20	0	8	8,28	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
130	Procurador	27/3/2023	13/6/2023	Distancia - MTD	17	0	9	8,76	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
131	Martillero, Corredor Público Y Corredor Inmobiliario	18/10/2022	15/6/2023	Distancia - MTD	10	0	9	8,9	Femenino	2022	feb-23	A-2-2023	Reinscripto	15/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	9
132	Abogacía	3/3/2022	27/7/2023	Distancia - MTD	15	1	8	7,6	Masculino	2022	feb-23	A-2-2023	Reinscripto	27/7/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	8
133	Licenciatura En Relaciones Internacionales	7/7/2020	25/7/2023	Distancia - MTD	10	0	8	7,6	Masculino	2020	feb-23	A-2-2023	Reinscripto	25/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
134	Abogacía	30/1/2023	8/6/2023	Distancia - MTD	11	0	9	8,57	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
135	Abogacía	2/6/2020	26/6/2023	Distancia - ED	14	1	9	8,56	Masculino	2020	feb-23	A-2-2023	Reinscripto	26/6/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	9
136	Licenciatura En Antropología Organizacional	2/3/2023	13/6/2023	Distancia - MTD	8	0	8	8,13	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	10
137	Abogacía	11/4/2011	15/8/2023	Distancia - MTD	8	0	7	7,25	Masculino	2011	feb-23	A-2-2023	Reinscripto	15/8/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
138	Abogacía	11/4/2011	25/8/2023	Distancia - MTD	8	0	7	7,25	Masculino	2011	feb-23	B-2-2023	Reinscripto	25/8/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
139	Martillero, Corredor Público Y Corredor Inmobiliario	17/5/2018	7/6/2023	Distancia - MTD	12	0	8	7,92	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	10
140	Martillero, Corredor Público Y Corredor Inmobiliario	11/4/2023	9/6/2023	Distancia - MTD	2	0	9	8,5	Femenino	2023	feb-23	A-2-2023	Ingresante	9/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
141	Tecnicatura Universitaria En Administración Y Gestión De Políticas Públicas	19/7/2022	13/6/2023	Distancia - MTD	8	0	5	6,13	Masculino	2022	feb-23	A-2-2023	Reinscripto	13/6/2023	Neuquen	MATRICULA PAGA	ene-24	ene-24	9
142	Abogacía	30/11/2017	21/6/2023	Distancia - MTD	9	1	10	9,6	Masculino	2018	feb-23	A-2-2023	Reinscripto	21/6/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	3
143	Martillero, Corredor Público Y Corredor Inmobiliario	10/2/2022	21/6/2023	Distancia - MTD	12	0	9	8,58	Femenino	2022	feb-23	A-2-2023	Reinscripto	21/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
144	Martillero, Corredor Público Y Corredor Inmobiliario	8/3/2023	13/6/2023	Distancia - MTD	8	0	9	8,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
145	Abogacía	6/2/2023	5/6/2023	Distancia - MTD	7	0	7	7,57	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Tierra Del Fuego	MATRICULA PAGA	ene-24	ene-24	9
146	Martillero, Corredor Público Y Corredor Inmobiliario	2/2/2023	12/6/2023	Distancia - MTD	8	0	9	9	Masculino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
147	Licenciatura En Gerontología-Ciclo	8/2/2023	7/6/2023	Distancia - MTD	15	0	8	8,13	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
148	Abogacía	9/11/2022	5/6/2023	Distancia - MTD	14	1	7	7,43	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Salta	MATRICULA PAGA	feb-24	feb-24	10
149	Abogacía	7/11/2017	9/8/2023	Distancia - MTD	17	0	9	8,86	Femenino	2018	feb-23	A-2-2023	Reinscripto	9/8/2023	Buenos Aires	MATRICULA PAGA	feb-23	ene-23	9
150	Contador Público	22/5/2023	12/6/2023	Distancia - MTD	9	0	8	9,22	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Catamarca	MATRICULA PAGA	ene-24	ene-24	6
151	Licenciatura En Relaciones Públicas E Institucionales	9/8/2019	5/6/2023	Distancia - MTD	42	0	7	6,88	Masculino	2019	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	feb-23	6
152	Tecnicatura Universitaria En Diseño Y Animación Digital	30/6/2023	30/6/2023	Distancia - MTD	4	0	8	7,75	Femenino	2023	feb-23	A-2-2023	Ingresante	30/6/2023	Ciudad Autonoma De Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
153	Martillero, Corredor Público Y Corredor Inmobiliario	21/11/2022	8/6/2023	Distancia - MTD	11	0	8	8,45	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
154	Abogacía	13/2/2017	16/6/2023	Distancia - MTD	10	0	9	8,53	Masculino	2017	feb-23	A-2-2023	Reinscripto	16/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	8
155	Procurador	16/2/2023	16/6/2023	Distancia - MTD	15	0	8	7,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	16/6/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	10
156	Tecnicatura En Dirección De Equipos De Ventas	1/4/2022	14/7/2023	Distancia - MTD	13	0	8	7,77	Masculino	2022	feb-23	A-2-2023	Reinscripto	14/7/2023	Jujuy	MATRICULA PAGA	ene-24	ene-24	9
157	Abogacía	18/1/2018	27/9/2023	Distancia - MTD	7	1	8	8,21	Femenino	2018	feb-23	B-2-2023	Reinscripto	27/9/2023	Tierra Del Fuego	MATRICULA PAGA	feb-23	feb-23	9
158	Abogacía	29/5/2020	8/6/2023	Distancia - MTD	7	0	6	5,94	Femenino	2020	feb-23	A-2-2023	Reinscripto	8/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
159	Tecnicatura Universitaria En Marketing Y Publicidad Digital	1/12/2022	7/6/2023	Distancia - MTD	6	0	8	7,83	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Neuquen	MATRICULA PAGA	feb-23	feb-23	8
160	Licenciatura En Comercialización	7/3/2019	31/7/2023	Distancia - MTD	42	0	8	7,55	Masculino	2019	feb-23	A-2-2023	Reinscripto	31/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	feb-23	8
161	Abogacía	28/6/2019	5/6/2023	Distancia - MTD	4	0	9	9,16	Femenino	2019	feb-23	A-2-2023	Reinscripto	5/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	1
162	Abogacía	19/9/2012	12/6/2023	Distancia - MTD	8	0	9	8,77	Masculino	2014	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
163	Abogacía	19/9/2012	27/6/2023	Distancia - MTD	8	0	9	8,77	Masculino	2014	feb-23	A-2-2023	Reinscripto	27/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
164	Abogacía	18/2/2021	15/8/2023	Distancia - MTD	3	1	7	6,88	Masculino	2021	feb-23	A-2-2023	Reinscripto	15/8/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
165	Abogacía	18/12/2020	5/6/2023	Distancia - MTD	27	0	9	9,34	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	Tierra Del Fuego	MATRICULA PAGA	ene-24	ene-24	9
166	Martillero, Corredor Público Y Corredor Inmobiliario	8/3/2023	16/6/2023	Distancia - MTD	8	0	8	8,13	Femenino	2023	feb-23	A-2-2023	Reinscripto	16/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
167	Abogacía	7/2/2022	7/6/2023	Distancia - ED	16	0	6	6	Masculino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	7
168	Licenciatura En Ciencia De Datos	23/6/2022	6/6/2023	Distancia - MTD	11	0	8	7,63	Masculino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	7
169	Abogacía	26/12/2019	16/6/2023	Distancia - MTD	17	1	8	7,71	Femenino	2020	feb-23	A-2-2023	Reinscripto	16/6/2023	San Juan	MATRICULA PAGA	ene-24	feb-23	10
170	Procurador	2/6/2022	16/6/2023	Distancia - MTD	19	0	9	8,89	Femenino	2022	feb-23	A-2-2023	Reinscripto	16/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
171	Procurador	10/1/2019	4/8/2023	Distancia - MTD	1	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	4/8/2023	Buenos Aires	BAJA CARRERA	feb-23	ene-23	10
172	Licenciatura En Educación - Ciclo	23/2/2018	21/7/2023	Distancia - ED	0	0	0	0	Femenino	2023	feb-23	A-2-2023	Reinscripto	21/7/2023	Salta	MATRICULA PAGA	feb-23	feb-23	9
173	Licenciatura En Gestión De Recursos Humanos	13/6/2023	13/6/2023	Distancia - ED	4	0	8	8	Femenino	2023	feb-23	A-2-2023	Ingresante	13/6/2023	Chubut	MATRICULA PAGA	feb-23	feb-23	10
174	Procurador	29/3/2023	27/7/2023	Distancia - MTD	9	0	9	8,67	Femenino	2023	feb-23	A-2-2023	Reinscripto	27/7/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
175	Abogacía	14/12/2022	9/6/2023	Distancia - MTD	11	0	8	8,27	Masculino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
176	Procurador	14/4/2023	26/6/2023	Distancia - ED	10	0	9	9,2	Femenino	2023	feb-23	A-2-2023	Reinscripto	26/6/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	8
177	Licenciatura En Informática	19/11/2012	15/6/2023	Distancia - ED	6	0	9	9,07	Masculino	2013	feb-23	A-2-2023	Reinscripto	15/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
178	Abogacía	26/7/2022	1/7/2023	Distancia - MTD	18	0	8	8,17	Femenino	2022	feb-23	A-2-2023	Reinscripto	1/7/2023	Chaco	MATRICULA PAGA	ene-24	ene-24	10
179	Abogacía	24/9/2013	25/7/2023	Distancia - ED	3	1	7	7,1	Masculino	2013	feb-23	A-2-2023	Reinscripto	25/7/2023	San Juan	MATRICULA PAGA	ene-24	feb-23	8
180	Martillero, Corredor Público Y Corredor Inmobiliario	17/3/2023	8/6/2023	Distancia - MTD	6	0	7	7,83	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Santa Fe	MATRICULA PAGA	feb-24	feb-24	10
181	Abogacía	3/8/2022	21/7/2023	Distancia - MTD	14	2	9	8,79	Femenino	2022	feb-23	A-2-2023	Reinscripto	21/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	7
182	Abogacía	5/2/2019	16/6/2023	Distancia - ED	7	0	9	9,2	Masculino	2019	feb-23	A-2-2023	Reinscripto	16/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	8
183	Martillero, Corredor Público Y Corredor Inmobiliario	26/7/2023	26/7/2023	Distancia - ED	4	0	9	8,75	Femenino	2023	feb-23	A-2-2023	Ingresante	26/7/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
184	Abogacía	15/6/2016	28/8/2023	Distancia - MTD	11	0	7	7,12	Masculino	2016	feb-23	B-2-2023	Reinscripto	28/8/2023	San Juan	MATRICULA PAGA	feb-23	ene-23	10
185	Contador Público	29/12/2017	14/8/2023	Distancia - ED	0	0	7	6,67	Femenino	2018	feb-23	A-2-2023	Reinscripto	14/8/2023	Corrientes	MATRICULA PAGA	feb-23	ene-23	9
186	Abogacía	25/3/2008	7/8/2023	Distancia - MTD	3	1	4	5,32	Masculino	2013	feb-23	A-2-2023	Reinscripto	7/8/2023	Cordoba	MATRICULA PAGA	ene-24	ene-23	9
187	Abogacía	30/1/2023	16/6/2023	Distancia - MTD	0	0	3	0	Femenino	2023	feb-23	A-2-2023	Reinscripto	16/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	10
188	Abogacía	17/11/2011	9/8/2023	Distancia - ED	4	0	5	6,38	Femenino	2012	feb-23	A-2-2023	Reinscripto	9/8/2023	Sin datos	MATRICULA PAGA	feb-23	ene-23	10
189	Tecnicatura En Higiene Y Seguridad Laboral	11/4/2023	14/6/2023	Distancia - ED	6	0	8	7,67	Masculino	2023	feb-23	A-2-2023	Reinscripto	14/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
190	Martillero, Corredor Público Y Corredor Inmobiliario	17/3/2023	7/6/2023	Distancia - MTD	8	0	9	8,5	Masculino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
191	Martillero, Corredor Público Y Corredor Inmobiliario	22/2/2022	18/7/2023	Distancia - MTD	14	0	8	8,43	Femenino	2022	feb-23	A-2-2023	Reinscripto	18/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
192	Abogacía	2/11/2018	27/7/2023	Distancia - MTD	6	0	8	8,35	Femenino	2019	feb-23	A-2-2023	Reinscripto	27/7/2023	Salta	MATRICULA PAGA	feb-23	ene-23	10
193	Procurador	6/7/2023	6/7/2023	Distancia - MTD	7	0	9	9,14	Femenino	2023	feb-23	A-2-2023	Ingresante	6/7/2023	Salta	MATRICULA PAGA	feb-24	feb-24	9
194	Tecnicatura Universitaria En Gestión Administrativa De Servicios De Salud	29/1/2021	29/9/2023	Distancia - MTD	2	2	6	5,5	Femenino	2021	feb-23	B-2-2023	Reinscripto	29/9/2023	Salta	MATRICULA PAGA	ene-24	ene-24	7
195	Licenciatura En Gestión Ambiental	29/7/2019	13/6/2023	Distancia - MTD	39	0	7	7,48	Femenino	2019	feb-23	A-2-2023	Reinscripto	13/6/2023	Tucuman	MATRICULA PAGA	feb-23	ene-23	10
196	Martillero, Corredor Público Y Corredor Inmobiliario	6/7/2023	7/7/2023	Distancia - MTD	4	0	8	8	Masculino	2023	feb-23	A-2-2023	Ingresante	7/7/2023	Catamarca	MATRICULA PAGA	feb-24	feb-24	5
197	Martillero, Corredor Público Y Corredor Inmobiliario	13/5/2020	14/6/2023	Distancia - ED	10	2	7	7,36	Femenino	2020	feb-23	A-2-2023	Reinscripto	14/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
198	Licenciatura En Terapia Ocupacional Y Desarrollo Humano	23/6/2023	23/6/2023	Distancia - MTD	5	0	8	7,8	Femenino	2023	feb-23	A-2-2023	Ingresante	23/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
199	Licenciatura En Psicología	18/1/2021	29/6/2023	PRESENCIAL. RIO IV	15	3	8	8,08	Femenino	2014	feb-23	A-2-2023	Reinscripto	29/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	0
200	Contador Público	18/6/2020	1/8/2023	Distancia - MTD	8	0	7	7,41	Masculino	2021	feb-23	A-2-2023	Reinscripto	1/8/2023	Entre Rios	MATRICULA PAGA	ene-24	feb-23	8
201	Tecnicatura En Gestión Contable E Impositiva	26/1/2018	12/7/2023	Distancia - ED	15	0	6	5,8	Femenino	2018	feb-23	A-2-2023	Reinscripto	12/7/2023	Santa Cruz	MATRICULA PAGA	ene-24	ene-24	10
202	Martillero, Corredor Público Y Corredor Inmobiliario	30/12/2021	23/6/2023	Distancia - MTD	18	0	9	8,72	Masculino	2022	feb-23	A-2-2023	Reinscripto	23/6/2023	La Pampa	MATRICULA PAGA	feb-23	feb-23	9
203	Abogacía	31/8/2021	8/6/2023	Distancia - MTD	36	0	8	7,73	Femenino	2021	feb-23	A-2-2023	Reinscripto	8/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	ene-24	6
204	Abogacía	29/1/2015	25/7/2023	Distancia - ED	6	0	7	6,91	Masculino	2015	feb-23	A-2-2023	Reinscripto	25/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
205	Abogacía	5/9/2018	21/6/2023	Distancia - ED	6	1	9	8,61	Masculino	2019	feb-23	A-2-2023	Reinscripto	21/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-23	10
206	Abogacía	9/3/2021	6/6/2023	Distancia - MTD	15	0	8	8,21	Masculino	2021	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	7
207	Contador Público	21/7/2021	14/6/2023	Distancia - MTD	23	0	9	8,7	Masculino	2021	feb-23	A-2-2023	Reinscripto	14/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
208	Martillero, Corredor Público Y Corredor Inmobiliario	26/7/2023	26/7/2023	Distancia - MTD	4	0	7	6,5	Femenino	2023	feb-23	A-2-2023	Ingresante	26/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
209	Martillero, Corredor Público Y Corredor Inmobiliario	26/7/2023	1/8/2023	Distancia - MTD	4	0	7	6,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	1/8/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
210	Procurador	24/11/2022	15/6/2023	Distancia - MTD	14	0	9	8,93	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
211	Abogacía	27/2/2017	26/8/2023	Distancia - MTD	6	0	7	7,03	Masculino	2018	feb-23	B-2-2023	Reinscripto	26/8/2023	Santa Fe	MATRICULA PAGA	feb-23	ene-23	10
212	Martillero, Corredor Público Y Corredor Inmobiliario	30/6/2021	5/6/2023	Distancia - MTD	18	0	9	8,67	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
213	Abogacía	2/2/2023	2/8/2023	Distancia - MTD	0	0	0	0	Masculino	2023	feb-23	A-2-2023	Reinscripto	2/8/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	8
214	Abogacía	27/9/2021	9/6/2023	Distancia - MTD	31	0	7	7,43	Femenino	2021	feb-23	A-2-2023	Reinscripto	9/6/2023	Formosa	MATRICULA PAGA	ene-24	ene-24	7
215	Contador Público	26/3/2021	18/6/2023	Distancia - MTD	12	2	8	8,39	Masculino	2021	feb-23	A-2-2023	Reinscripto	18/6/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	10
216	Licenciatura En Administración Hotelera	26/2/2022	10/6/2023	Distancia - MTD	16	0	7	6,86	Femenino	2022	feb-23	A-2-2023	Reinscripto	10/6/2023	Tierra Del Fuego	MATRICULA PAGA	feb-24	feb-24	10
217	Licenciatura En Gerontología-Ciclo	26/1/2023	13/6/2023	Distancia - MTD	6	0	6	7,17	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	0
218	Martillero, Corredor Público Y Corredor Inmobiliario	3/3/2023	7/6/2023	Distancia - MTD	8	0	9	8,5	Masculino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	2
219	Abogacía	15/3/2023	9/6/2023	Distancia - MTD	10	0	9	9,1	Femenino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Catamarca	MATRICULA PAGA	feb-24	feb-24	10
220	Abogacía	1/3/2013	7/9/2023	Distancia - ED	4	0	6	6,72	Femenino	2013	feb-23	B-2-2023	Reinscripto	7/9/2023	Catamarca	MATRICULA PAGA	feb-23	ene-23	10
221	Licenciatura En Higiene, Seguridad Y Medio Ambiente Del Trabajo	29/11/2022	7/6/2023	Distancia - MTD	6	0	5	6,67	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
222	Tecnicatura Universitaria En Gestión De Recursos Turísticos	4/1/2022	5/6/2023	Distancia - MTD	15	0	8	7,87	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
223	Abogacía	13/7/2023	13/7/2023	Distancia - MTD	7	0	9	8,71	Femenino	2023	feb-23	A-2-2023	Ingresante	13/7/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
224	Abogacía	9/8/2018	24/7/2023	Distancia - ED	3	1	8	8,18	Masculino	2018	feb-23	A-2-2023	Reinscripto	24/7/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	10
225	Martillero, Corredor Público Y Corredor Inmobiliario	26/1/2022	6/6/2023	Distancia - MTD	16	0	8	7,5	Femenino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
226	Licenciatura En Educación - Ciclo	10/2/2022	9/6/2023	Distancia - ED	16	0	9	8,94	Masculino	2022	feb-23	A-2-2023	Reinscripto	9/6/2023	La Rioja	MATRICULA PAGA	ene-24	feb-23	6
227	Abogacía	6/9/2021	14/7/2023	Distancia - MTD	19	0	6	6,38	Masculino	2021	feb-23	A-2-2023	Reinscripto	14/7/2023	Corrientes	MATRICULA PAGA	feb-24	feb-24	10
228	Abogacía	6/12/2019	5/6/2023	Distancia - MTD	16	0	8	7,97	Femenino	2020	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
229	Tecnicatura Universitaria En Promoción Comunitaria En Niñez Y Adolescencia	21/6/2023	21/6/2023	Distancia - MTD	4	0	8	7,75	Femenino	2023	feb-23	A-2-2023	Ingresante	21/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	7
230	Contador Público	26/6/2020	6/8/2023	Distancia - MTD	12	0	10	9,62	Masculino	2020	feb-23	A-2-2023	Reinscripto	6/8/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	5
231	Licenciatura En Higiene, Seguridad Y Medio Ambiente Del Trabajo	19/6/2019	17/8/2023	Distancia - ED	15	0	6	6,35	Masculino	2019	feb-23	A-2-2023	Reinscripto	17/8/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
232	Abogacía	23/5/2022	7/6/2023	Distancia - MTD	20	1	8	8,25	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	7
233	Abogacía	5/8/2011	23/7/2023	Distancia - MTD	15	0	6	6,52	Femenino	2013	feb-23	A-2-2023	Reinscripto	23/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	feb-23	6
234	Martillero, Corredor Público Y Corredor Inmobiliario	16/3/2023	9/6/2023	Distancia - MTD	5	0	8	8,2	Masculino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	10
235	Abogacía	10/8/2017	4/8/2023	Distancia - ED	2	0	6	6,51	Masculino	2017	feb-23	A-2-2023	Reinscripto	4/8/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	7
236	Abogacía	5/3/2020	28/7/2023	Distancia - ED	17	0	7	7,05	Masculino	2020	feb-23	A-2-2023	Reinscripto	28/7/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
237	Abogacía	15/10/2020	12/7/2023	Distancia - MTD	15	0	8	7,57	Femenino	2021	feb-23	A-2-2023	Reinscripto	12/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
238	Licenciatura En Relaciones Públicas E Institucionales	20/5/2017	29/9/2023	Distancia - MTD	36	1	7	7,58	Femenino	2017	feb-23	B-2-2023	Reinscripto	29/9/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
239	Abogacía	15/10/2015	17/8/2023	Distancia - MTD	13	0	7	7,19	Masculino	2015	feb-23	A-2-2023	Reinscripto	17/8/2023	Buenos Aires	MATRICULA PAGA	feb-23	ene-23	10
240	Tecnicatura En Dirección De Protocolo, Organización De Eventos Y Relaciones Públicas	9/12/2021	5/7/2023	Distancia - MTD	13	0	7	6,54	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/7/2023	Salta	MATRICULA PAGA	ene-24	ene-24	10
241	Abogacía	29/6/2020	6/8/2023	Distancia - MTD	23	0	5	6,15	Masculino	2020	feb-23	A-2-2023	Reinscripto	6/8/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
242	Abogacía	10/2/2017	7/6/2023	Distancia - ED	13	0	8	7,95	Femenino	2017	feb-23	A-2-2023	Reinscripto	7/6/2023	Jujuy	MATRICULA PAGA	ene-24	ene-24	8
243	Licenciatura En Administración	14/10/2019	27/7/2023	Distancia - MTD	39	0	8	7,86	Femenino	2019	feb-23	A-2-2023	Reinscripto	27/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	ene-23	10
244	Abogacía	27/4/2018	10/7/2023	Distancia - ED	4	0	8	7,98	Femenino	2018	feb-23	A-2-2023	Reinscripto	10/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	feb-23	6
245	Abogacía	5/2/2020	26/7/2023	Distancia - ED	11	0	8	8,49	Femenino	2020	feb-23	A-2-2023	Reinscripto	26/7/2023	Catamarca	MATRICULA PAGA	feb-23	ene-23	9
